Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NW_019217932.1	432849	436181		plus	uncharacterized protein LOC111330275	LOC111330275	111330275	protein-coding	XM_022935108.1	Spis_XP_022790843_1	268	
NW_019217932.1	441150	443048		minus	uncharacterized LOC111330278	LOC111330278	111330278	lncRNA	XR_002694785.1			
NW_019217932.1	443219	444395		minus	uncharacterized protein LOC111330277	LOC111330277	111330277	protein-coding	XM_022935109.1	Spis_XP_022790844_1	301	
NW_019217932.1	454647	457138		plus	trace amine-associated receptor 8b-like	LOC111330252	111330252	protein-coding	XM_022935080.1	Spis_XP_022790815_1	329	
NW_019217932.1	461179	479202		minus	adenosine receptor A2a-like	LOC111330245	111330245	protein-coding	XM_022935071.1	Spis_XP_022790806_1	263	
NW_019217932.1	467008	468348		plus	tyramine receptor Ser-2-like	LOC111330244	111330244	protein-coding	XM_022935070.1	Spis_XP_022790805_1	350	
NW_019217932.1	502656	503615		minus	histamine H2 receptor-like	LOC111330269	111330269	protein-coding	XM_022935096.1	Spis_XP_022790831_1	319	
NW_019217932.1	511085	512131		plus	melanopsin-like	LOC111330296	111330296	protein-coding	XM_022935135.1	Spis_XP_022790870_1	319	
NW_019217932.1	516699	532440		minus	cat eye syndrome critical region protein 2-like	LOC111330242	111330242	protein-coding	XM_022935067.1	Spis_XP_022790802_1	1353	
NW_019217932.1	533869	540906		minus	ER membrane protein complex subunit 6-like isoform X1	LOC111330243	111330243	protein-coding	XM_022935068.1	Spis_XP_022790803_1	112	
NW_019217932.1	541001	565398		plus	protein C12orf4 homolog	LOC111330270	111330270	protein-coding	XM_022935097.1	Spis_XP_022790832_1	556	
NW_019217932.1	567441	569844		minus	influenza virus NS1A-binding protein homolog	LOC111330250	111330250	protein-coding	XM_022935078.1	Spis_XP_022790813_1	231	
NW_019217932.1	572727	575163		minus	LOW QUALITY PROTEIN: uncharacterized protein LOC111330246	LOC111330246	111330246	protein-coding	XM_022935074.1	Spis_XP_022790809_1	670	
NW_019217932.1	575245	580196		plus	probable serine incorporator isoform X1	LOC111330249	111330249	protein-coding	XM_022935076.1	Spis_XP_022790811_1	427	
NW_019217932.1	580463	592283		minus	LOW QUALITY PROTEIN: sodium-coupled monocarboxylate transporter 1-like	LOC111330251	111330251	protein-coding	XM_022935079.1	Spis_XP_022790814_1	613	
NW_019217932.1	594002	606871		minus	sodium-coupled monocarboxylate transporter 1-like	LOC111330248	111330248	protein-coding	XM_022935075.1	Spis_XP_022790810_1	640	
NW_019217932.1	607593	620878		plus	ankyrin repeat and BTB/POZ domain-containing protein BTBD11-like isoform X1	LOC111330294	111330294	protein-coding	XM_022935132.1	Spis_XP_022790867_1	942	
NW_019217933.1	598	973		minus	arylsulfatase E-like	LOC111330308	111330308	protein-coding	XM_022935146.1	Spis_XP_022790881_1	125	
NW_019217933.1	4271	8038		minus	uncharacterized LOC111330313	LOC111330313	111330313	lncRNA	XR_002694789.1			
NW_019217933.1	10570	17117		minus	uncharacterized protein LOC111330305	LOC111330305	111330305	protein-coding	XM_022935143.1	Spis_XP_022790878_1	254	
NW_019217933.1	17204	28658		plus	VWFA and cache domain-containing protein 1-like isoform X1	LOC111330335	111330335	protein-coding	XM_022935174.1	Spis_XP_022790909_1	1100	
NW_019217933.1	32578	34541		minus	uncharacterized gene	LOC111330317	111330317	pseudogene				
NW_019217933.1	37084	41005		minus	steryl-sulfatase-like	LOC111330336	111330336	protein-coding	XM_022935177.1	Spis_XP_022790912_1	574	
NW_019217933.1	42525	48114		minus	uncharacterized gene	LOC111330337	111330337	pseudogene				
NW_019217933.1	62854	76558		plus	glutamate--cysteine ligase catalytic subunit-like	LOC111330338	111330338	protein-coding	XM_022935178.1	Spis_XP_022790913_1	495	
NW_019217933.1	81113	99798		minus	glutamate--cysteine ligase catalytic subunit-like isoform X1	LOC111330314	111330314	protein-coding	XM_022935151.1	Spis_XP_022790886_1	614	
NW_019217933.1	122182	125550		plus	protein rolling stone-like	LOC111330310	111330310	protein-coding	XM_022935148.1	Spis_XP_022790883_1	296	
NW_019217933.1	126378	129735		plus	protein rolling stone-like	LOC111330311	111330311	protein-coding	XM_022935149.1	Spis_XP_022790884_1	249	
NW_019217933.1	133934	136274		plus	uncharacterized LOC111330312	LOC111330312	111330312	lncRNA	XR_002694788.1			
NW_019217933.1	138435	143820		plus	neurocan core protein-like	LOC111330318	111330318	protein-coding	XM_022935155.1	Spis_XP_022790890_1	245	
NW_019217933.1	153802	155373		minus	uncharacterized protein LOC111330309	LOC111330309	111330309	protein-coding	XM_022935147.1	Spis_XP_022790882_1	168	
NW_019217933.1	161976	162247		minus	uncharacterized LOC111330307	LOC111330307	111330307	lncRNA	XR_002694786.1			
NW_019217933.1	192625	202568		plus	uncharacterized protein LOC111330326 isoform X1	LOC111330326	111330326	protein-coding	XM_022935163.1	Spis_XP_022790898_1	390	
NW_019217933.1	205431	215306		plus	uncharacterized protein LOC111330339	LOC111330339	111330339	protein-coding	XM_022935179.1	Spis_XP_022790914_1	167	
NW_019217933.1	216298	218695		plus	uncharacterized protein LOC111330328	LOC111330328	111330328	protein-coding	XM_022935169.1	Spis_XP_022790904_1	182	
NW_019217933.1	229367	233315		plus	uncharacterized protein LOC111330340	LOC111330340	111330340	protein-coding	XM_022935180.1	Spis_XP_022790915_1	371	
NW_019217933.1	241922	251387		plus	uncharacterized gene	LOC111330341	111330341	pseudogene				
NW_019217933.1	273022	278393		minus	RING finger protein 145-like	LOC111330329	111330329	protein-coding	XM_022935170.1	Spis_XP_022790905_1	586	
NW_019217933.1	278720	299545		plus	AP-5 complex subunit beta-1-like	LOC111330342	111330342	protein-coding	XM_022935181.1	Spis_XP_022790916_1	983	
NW_019217933.1	300172	303151		minus	uncharacterized protein LOC111330321	LOC111330321	111330321	protein-coding	XM_022935158.1	Spis_XP_022790893_1	249	
NW_019217933.1	319643	326771		plus	adhesion G protein-coupled receptor L4-like	LOC111330344	111330344	protein-coding	XM_022935182.1	Spis_XP_022790917_1	664	
NW_019217933.1	326401	328822		plus	adhesion G-protein coupled receptor D1-like	LOC111330319	111330319	protein-coding	XM_022935156.1	Spis_XP_022790891_1	182	
NW_019217933.1	341076	342114		minus	adhesion G protein-coupled receptor L4-like	LOC111330320	111330320	protein-coding	XM_022935157.1	Spis_XP_022790892_1	93	
NW_019217933.1	341961	344426		minus	uncharacterized protein LOC111330345	LOC111330345	111330345	protein-coding	XM_022935183.1	Spis_XP_022790918_1	175	
NW_019217933.1	352651	358733		minus	adhesion G-protein coupled receptor D2-like	LOC111330346	111330346	protein-coding	XM_022935184.1	Spis_XP_022790919_1	535	
NW_019217933.1	370387	374323		minus	adhesion G-protein coupled receptor D1-like	LOC111330331	111330331	protein-coding	XM_022935172.1	Spis_XP_022790907_1	238	
NW_019217933.1	405535	412078		plus	uncharacterized protein LOC111330347	LOC111330347	111330347	protein-coding	XM_022935186.1	Spis_XP_022790921_1	1547	
NW_019217933.1	416409	419337		minus	transmembrane channel-like protein 7	LOC111330306	111330306	protein-coding	XM_022935144.1	Spis_XP_022790879_1	754	
NW_019217933.1	419964	427932		plus	macrophage erythroblast attacher-like	LOC111330330	111330330	protein-coding	XM_022935171.1	Spis_XP_022790906_1	389	
NW_019217933.1	429835	431991		minus	neuromedin-U receptor 2-like	LOC111330327	111330327	protein-coding	XM_022935168.1	Spis_XP_022790903_1	303	
NW_019217933.1	440894	450508		minus	NLR family CARD domain-containing protein 4-like	LOC111330325	111330325	protein-coding	XM_022935161.1	Spis_XP_022790896_1	1325	
NW_019217933.1	467389	479054		minus	protein NLRC5-like	LOC111330322	111330322	protein-coding	XM_022935159.1	Spis_XP_022790894_1	1290	
NW_019217933.1	467390	467462		plus	tRNA-Phe	Trnaf-aaa	111330356	tRNA				
NW_019217933.1	505578	509669		minus	LOW QUALITY PROTEIN: uncharacterized protein LOC111330333	LOC111330333	111330333	protein-coding	XM_022935173.1	Spis_XP_022790908_1	1196	
NW_019217933.1	522789	525556		plus	uncharacterized protein LOC111330348	LOC111330348	111330348	protein-coding	XM_022935187.1	Spis_XP_022790922_1	367	
NW_019217933.1	526447	529826		plus	uncharacterized LOC111330334	LOC111330334	111330334	lncRNA	XR_002694790.1			
NW_019217933.1	549100	554558		minus	uncharacterized protein LOC111330349	LOC111330349	111330349	protein-coding	XM_022935188.1	Spis_XP_022790923_1	325	
NW_019217933.1	561249	580798		plus	phosphatidylinositide phosphatase SAC2-like	LOC111330323	111330323	protein-coding	XM_022935160.1	Spis_XP_022790895_1	1196	
NW_019217933.1	584641	586541		plus	alpha-1A adrenergic receptor-like	LOC111330316	111330316	protein-coding	XM_022935153.1	Spis_XP_022790888_1	365	
NW_019217933.1	597567	601428		plus	techylectin-5B-like	LOC111330351	111330351	protein-coding	XM_022935189.1	Spis_XP_022790924_1	183	
NW_019217933.1	604996	612235		minus	angiopoietin-related protein 1-like	LOC111330352	111330352	protein-coding	XM_022935190.1	Spis_XP_022790925_1	404	
NW_019217933.1	612292	618275		minus	fibrinogen alpha chain-like	LOC111330353	111330353	protein-coding	XM_022935191.1	Spis_XP_022790926_1	206	
NW_019217933.1	619850	620463		minus	fibrinogen-like protein A	LOC111330354	111330354	protein-coding	XM_022935192.1	Spis_XP_022790927_1	203	
NW_019217934.1	203	8349		plus	ral GTPase-activating protein subunit alpha-2-like	LOC111330361	111330361	protein-coding	XM_022935198.1	Spis_XP_022790933_1	715	
NW_019217934.1	8150	12075		plus	luciferin 4-monooxygenase-like	LOC111330380	111330380	protein-coding	XM_022935222.1	Spis_XP_022790957_1	273	
NW_019217934.1	11939	14485		minus	tumor necrosis factor-like	LOC111330409	111330409	protein-coding	XM_022935259.1	Spis_XP_022790994_1	161	
NW_019217934.1	22530	38720		plus	uncharacterized protein LOC111330414	LOC111330414	111330414	protein-coding	XM_022935266.1	Spis_XP_022791001_1	159	
NW_019217934.1	43926	53890		plus	uncharacterized protein LOC111330421	LOC111330421	111330421	protein-coding	XM_022935275.1	Spis_XP_022791010_1	1118	
NW_019217934.1	56384	61895		plus	uncharacterized gene	LOC111330411	111330411	pseudogene				
NW_019217934.1	62728	67229		minus	enolase-phosphatase E1-like isoform X1	LOC111330431	111330431	protein-coding	XM_022935287.1	Spis_XP_022791022_1	227	
NW_019217934.1	68054	73886		minus	thyroid adenoma-associated protein homolog	LOC111330381	111330381	protein-coding	XM_022935223.1	Spis_XP_022790958_1	609	
NW_019217934.1	73705	91875		minus	thyroid adenoma-associated protein homolog isoform X1	LOC111330397	111330397	protein-coding	XM_022935241.1	Spis_XP_022790976_1	1442	
NW_019217934.1	91935	92893		plus	transmembrane protein 229b-like	LOC111330398	111330398	protein-coding	XM_022935244.1	Spis_XP_022790979_1	166	
NW_019217934.1	94285	107314		minus	synaptotagmin-16-like isoform X1	LOC111330410	111330410	protein-coding	XM_022935260.1	Spis_XP_022790995_1	439	
NW_019217934.1	108411	110558		minus	transcription factor LBX1-like	LOC111330435	111330435	protein-coding	XM_022935295.1	Spis_XP_022791030_1	272	
NW_019217934.1	111385	127292		minus	LOW QUALITY PROTEIN: nuclear pore complex protein Nup133-like	LOC111330423	111330423	protein-coding	XM_022935277.1	Spis_XP_022791012_1	1125	
NW_019217934.1	127431	129606		plus	Sjoegren syndrome/scleroderma autoantigen 1-like	LOC111330374	111330374	protein-coding	XM_022935212.1	Spis_XP_022790947_1	156	
NW_019217934.1	130501	141181		minus	fermitin family homolog 2-like	LOC111330373	111330373	protein-coding	XM_022935211.1	Spis_XP_022790946_1	681	
NW_019217934.1	143208	161267		minus	alpha-actinin-like	LOC111330358	111330358	protein-coding	XM_022935194.1	Spis_XP_022790929_1	882	
NW_019217934.1	161289	170130		plus	DNA polymerase alpha subunit B-like	LOC111330359	111330359	protein-coding	XM_022935196.1	Spis_XP_022790931_1	611	
NW_019217934.1	170045	171799		minus	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1-like	LOC111330360	111330360	protein-coding	XM_022935197.1	Spis_XP_022790932_1	269	
NW_019217934.1	172691	177560		minus	DNA polymerase epsilon subunit C-like	LOC111330422	111330422	protein-coding	XM_022935276.1	Spis_XP_022791011_1	213	
NW_019217934.1	181338	186683		plus	glutamic acid-rich protein-like	LOC111330382	111330382	protein-coding	XM_022935224.1	Spis_XP_022790959_1	923	
NW_019217934.1	187309	197032		minus	vasohibin-2-like isoform X1	LOC111330425	111330425	protein-coding	XM_022935279.1	Spis_XP_022791014_1	323	
NW_019217934.1	198084	200916		plus	uncharacterized protein LOC111330383	LOC111330383	111330383	protein-coding	XM_022935225.1	Spis_XP_022790960_1	695	
NW_019217934.1	200959	202521		plus	uncharacterized protein LOC111330385	LOC111330385	111330385	protein-coding	XM_022935227.1	Spis_XP_022790962_1	520	
NW_019217934.1	202660	203271		plus	uncharacterized protein LOC111330386	LOC111330386	111330386	protein-coding	XM_022935228.1	Spis_XP_022790963_1	203	
NW_019217934.1	205429	206694		minus	uncharacterized protein LOC111330387	LOC111330387	111330387	protein-coding	XM_022935229.1	Spis_XP_022790964_1	421	
NW_019217934.1	206694	207185		minus	uncharacterized protein LOC111330388	LOC111330388	111330388	protein-coding	XM_022935231.1	Spis_XP_022790966_1	163	
NW_019217934.1	213930	228481		plus	thyroid receptor-interacting protein 11-like isoform X1	LOC111330379	111330379	protein-coding	XM_022935220.1	Spis_XP_022790955_1	2195	
NW_019217934.1	229172	236848		minus	coiled-coil domain-containing protein 61-like	LOC111330389	111330389	protein-coding	XM_022935232.1	Spis_XP_022790967_1	559	
NW_019217934.1	236888	238152		plus	cytochrome c oxidase assembly factor 6 homolog	LOC111330390	111330390	protein-coding	XM_022935233.1	Spis_XP_022790968_1	82	
NW_019217934.1	238089	253611		minus	dynein regulatory complex subunit 7-like	LOC111330375	111330375	protein-coding	XM_022935213.1	Spis_XP_022790948_1	818	
NW_019217934.1	253708	261467		plus	DDB1- and CUL4-associated factor 5-like	LOC111330417	111330417	protein-coding	XM_022935270.1	Spis_XP_022791005_1	774	
NW_019217934.1	260993	262542		minus	protein CEBPZOS-like	LOC111330418	111330418	protein-coding	XM_022935271.1	Spis_XP_022791006_1	81	
NW_019217934.1	262673	271831		plus	zinc transporter 6-like	LOC111330369	111330369	protein-coding	XM_022935206.1	Spis_XP_022790941_1	497	
NW_019217934.1	272097	275034		minus	lactoylglutathione lyase-like	LOC111330370	111330370	protein-coding	XM_022935207.1	Spis_XP_022790942_1	181	
NW_019217934.1	274985	277244		plus	uncharacterized protein LOC111330371	LOC111330371	111330371	protein-coding	XM_022935208.1	Spis_XP_022790943_1	141	
NW_019217934.1	279136	280088		plus	uncharacterized protein LOC111330372	LOC111330372	111330372	protein-coding	XM_022935209.1	Spis_XP_022790944_1	108	
NW_019217934.1	283939	287397		plus	uncharacterized LOC111330368	LOC111330368	111330368	lncRNA	XR_002694791.1			
NW_019217934.1	286924	293300		minus	protein phosphatase 1A-like	LOC111330367	111330367	protein-coding	XM_022935205.1	Spis_XP_022790940_1	377	
NW_019217934.1	294808	310165		minus	proteasome subunit alpha type-6	LOC111330413	111330413	protein-coding	XM_022935265.1	Spis_XP_022791000_1	246	
NW_019217934.1	311757	313806		minus	golgin subfamily B member 1-like	LOC111330405	111330405	protein-coding	XM_022935252.1	Spis_XP_022790987_1	618	
NW_019217934.1	314156	323483		minus	conserved oligomeric Golgi complex subunit 2-like isoform X1	LOC111330404	111330404	protein-coding	XM_022935249.1	Spis_XP_022790984_1	731	
NW_019217934.1	323585	327018		plus	MAD2L1-binding protein-like	LOC111330364	111330364	protein-coding	XM_022935201.1	Spis_XP_022790936_1	239	
NW_019217934.1	327116	336096		minus	LOW QUALITY PROTEIN: MAPK/MAK/MRK overlapping kinase-like	LOC111330362	111330362	protein-coding	XM_022935199.1	Spis_XP_022790934_1	433	
NW_019217934.1	336950	344317		minus	COP9 signalosome complex subunit 3-like	LOC111330363	111330363	protein-coding	XM_022935200.1	Spis_XP_022790935_1	424	
NW_019217934.1	344363	348781		plus	membrane-anchored junction protein-like	LOC111330365	111330365	protein-coding	XM_022935202.1	Spis_XP_022790937_1	205	
NW_019217934.1	348919	350499		minus	tetratricopeptide repeat protein 28-like	LOC111330366	111330366	protein-coding	XM_022935204.1	Spis_XP_022790939_1	124	
NW_019217934.1	354018	359769		plus	uncharacterized protein LOC111330432	LOC111330432	111330432	protein-coding	XM_022935291.1	Spis_XP_022791026_1	597	
NW_019217934.1	364392	366032		plus	protein arginine N-methyltransferase 2-like	LOC111330357	111330357	protein-coding	XM_022935193.1	Spis_XP_022790928_1	423	
NW_019217934.1	366044	379230		minus	uncharacterized protein LOC111330391	LOC111330391	111330391	protein-coding	XM_022935234.1	Spis_XP_022790969_1	462	
NW_019217934.1	384202	387222		plus	coiled-coil domain-containing protein 97-like isoform X1	LOC111330436	111330436	protein-coding	XM_022935296.1	Spis_XP_022791031_1	279	
NW_019217934.1	387835	391766		minus	desumoylating isopeptidase 2-like	LOC111330437	111330437	protein-coding	XM_022935298.1	Spis_XP_022791033_1	184	
NW_019217934.1	391796	395793		plus	cytochrome c oxidase protein 20 homolog	LOC111330438	111330438	protein-coding	XM_022935299.1	Spis_XP_022791034_1	109	
NW_019217934.1	395886	424925		minus	LOW QUALITY PROTEIN: HEAT repeat-containing protein 5B-like	LOC111330392	111330392	protein-coding	XM_022935235.1	Spis_XP_022790970_1	2016	
NW_019217934.1	425466	429669		plus	tropomyosin-1-like	LOC111330424	111330424	protein-coding	XM_022935278.1	Spis_XP_022791013_1	228	
NW_019217934.1	429777	431070		plus	uncharacterized protein LOC111330434	LOC111330434	111330434	protein-coding	XM_022935293.1	Spis_XP_022791028_1	203	
NW_019217934.1	431068	435121		minus	protein STPG4-like	LOC111330433	111330433	protein-coding	XM_022935292.1	Spis_XP_022791027_1	267	
NW_019217934.1	435852	436816		plus	carbonic anhydrase 2-like	LOC111330393	111330393	protein-coding	XM_022935236.1	Spis_XP_022790971_1	161	
NW_019217934.1	437469	440784		plus	carbonic anhydrase 2-like isoform X1	LOC111330415	111330415	protein-coding	XM_022935267.1	Spis_XP_022791002_1	303	
NW_019217934.1	442133	447712		plus	carbonic anhydrase 2-like	LOC111330399	111330399	protein-coding	XM_022935245.1	Spis_XP_022790980_1	201	
NW_019217934.1	447778	451562		minus	carbonic anhydrase 2-like	LOC111330400	111330400	protein-coding	XM_022935246.1	Spis_XP_022790981_1	293	
NW_019217934.1	452458	454872		minus	serine/threonine-protein kinase TNNI3K-like	LOC111330402	111330402	protein-coding	XM_022935247.1	Spis_XP_022790982_1	200	
NW_019217934.1	456232	457928		minus	serine/threonine-protein kinase pim-2-like	LOC111330403	111330403	protein-coding	XM_022935248.1	Spis_XP_022790983_1	88	
NW_019217934.1	464315	466086		minus	ankyrin repeat and KH domain-containing protein CBG24701-like	LOC111330394	111330394	protein-coding	XM_022935237.1	Spis_XP_022790972_1	321	
NW_019217934.1	469321	470217		minus	ankyrin repeat domain-containing protein 17-like	LOC111330395	111330395	protein-coding	XM_022935239.1	Spis_XP_022790974_1	236	
NW_019217934.1	471908	475514		plus	uncharacterized protein LOC111330412	LOC111330412	111330412	protein-coding	XM_022935264.1	Spis_XP_022790999_1	565	
NW_019217934.1	478130	481052		minus	uncharacterized protein LOC111330427	LOC111330427	111330427	protein-coding	XM_022935282.1	Spis_XP_022791017_1	136	
NW_019217934.1	482904	491986		plus	LOW QUALITY PROTEIN: ras-related protein Rab-38-like	LOC111330420	111330420	protein-coding	XM_022935274.1	Spis_XP_022791009_1	239	
NW_019217934.1	492185	495276		minus	mitochondrial import inner membrane translocase subunit Tim9-like	LOC111330419	111330419	protein-coding	XM_022935272.1	Spis_XP_022791007_1	88	
NW_019217934.1	495698	498728		minus	UV-stimulated scaffold protein A-like	LOC111330430	111330430	protein-coding	XM_022935286.1	Spis_XP_022791021_1	730	
NW_019217934.1	498822	520940		plus	protein TALPID3-like	LOC111330439	111330439	protein-coding	XM_022935300.1	Spis_XP_022791035_1	1023	
NW_019217934.1	510312	513843		plus	interferon regulatory factor 2-binding protein-like	LOC111330442	111330442	protein-coding	XM_022935302.1	Spis_XP_022791037_1	603	
NW_019217934.1	525434	533461		plus	TALPID3 protein-like	LOC111330440	111330440	protein-coding	XM_022935301.1	Spis_XP_022791036_1	991	
NW_019217934.1	538511	542362		plus	microtubule-associated proteins 1A/1B light chain 3C-like	LOC111330378	111330378	protein-coding	XM_022935219.1	Spis_XP_022790954_1	126	
NW_019217934.1	542460	547536		plus	kielin/chordin-like protein	LOC111330377	111330377	protein-coding	XM_022935217.1	Spis_XP_022790952_1	270	
NW_019217934.1	547622	555140		minus	annexin A13-like isoform X1	LOC111330376	111330376	protein-coding	XM_022935214.1	Spis_XP_022790949_1	329	
NW_019217934.1	559495	563308		plus	phospholipase A2-like	LOC111330429	111330429	protein-coding	XM_022935284.1	Spis_XP_022791019_1	152	
NW_019217934.1	563408	566168		minus	XK-related protein 6-like	LOC111330428	111330428	protein-coding	XM_022935283.1	Spis_XP_022791018_1	638	
NW_019217934.1	571217	587578		plus	uncharacterized protein LOC111330406 isoform X1	LOC111330406	111330406	protein-coding	XM_022935253.1	Spis_XP_022790988_1	613	
NW_019217934.1	589117	591354		minus	uncharacterized LOC111330407	LOC111330407	111330407	lncRNA	XR_002694792.1			
NW_019217934.1	611728	616237		plus	transmembrane 9 superfamily member 1-like	LOC111330396	111330396	protein-coding	XM_022935240.1	Spis_XP_022790975_1	248	
NW_019217935.1	82511	86835		minus	melatonin receptor type 1A-like	LOC111330444	111330444	protein-coding	XM_022935303.1	Spis_XP_022791038_1	334	
NW_019217935.1	109502	112527		plus	angiopoietin-related protein 7-like	LOC111330468	111330468	protein-coding	XM_022935325.1	Spis_XP_022791060_1	227	
NW_019217935.1	124618	125484		minus	uncharacterized gene	LOC111330443	111330443	pseudogene				
NW_019217935.1	126647	128636		minus	uncharacterized LOC111330462	LOC111330462	111330462	lncRNA	XR_002694793.1			
NW_019217935.1	133882	135603		minus	uncharacterized LOC111330466	LOC111330466	111330466	lncRNA	XR_002694794.1			
NW_019217935.1	153496	163165		minus	protein NEL-like	LOC111330470	111330470	protein-coding	XM_022935326.1	Spis_XP_022791061_1	379	
NW_019217935.1	175595	192226		minus	hippocampus abundant transcript 1 protein-like	LOC111330456	111330456	protein-coding	XM_022935314.1	Spis_XP_022791049_1	510	
NW_019217935.1	192340	206747		plus	rho GTPase-activating protein gacHH-like	LOC111330455	111330455	protein-coding	XM_022935312.1	Spis_XP_022791047_1	515	
NW_019217935.1	211332	219452		plus	protein fem-1 homolog C-like	LOC111330464	111330464	protein-coding	XM_022935322.1	Spis_XP_022791057_1	1115	
NW_019217935.1	213426	213498		minus	tRNA-Ile	Trnai-gau	111330473	tRNA				
NW_019217935.1	225418	226579		plus	uncharacterized LOC111330471	LOC111330471	111330471	lncRNA	XR_002694795.1			
NW_019217935.1	249589	256276		minus	transcription factor BTF3 homolog 4-like	LOC111330460	111330460	protein-coding	XM_022935318.1	Spis_XP_022791053_1	133	
NW_019217935.1	269564	270115		plus	cysteine and tyrosine-rich protein 1-like	LOC111330446	111330446	protein-coding	XM_022935305.1	Spis_XP_022791040_1	183	
NW_019217935.1	271743	273058		plus	uncharacterized protein LOC111330459	LOC111330459	111330459	protein-coding	XM_022935317.1	Spis_XP_022791052_1	242	
NW_019217935.1	290102	291610		plus	protein shisa-5-like	LOC111330472	111330472	protein-coding	XM_022935327.1	Spis_XP_022791062_1	221	
NW_019217935.1	320623	322272		minus	uncharacterized protein LOC111330447	LOC111330447	111330447	protein-coding	XM_022935306.1	Spis_XP_022791041_1	491	
NW_019217935.1	327716	327788		minus	tRNA-Ala	Trnaa-agc	111330474	tRNA				
NW_019217935.1	341619	342431		minus	uncharacterized protein LOC111330448	LOC111330448	111330448	protein-coding	XM_022935307.1	Spis_XP_022791042_1	270	
NW_019217935.1	362045	375425		minus	uncharacterized protein LOC111330449	LOC111330449	111330449	protein-coding	XM_022935308.1	Spis_XP_022791043_1	256	
NW_019217935.1	380176	381540		plus	disintegrin and metalloproteinase domain-containing protein B-like	LOC111330467	111330467	protein-coding	XM_022935324.1	Spis_XP_022791059_1	281	
NW_019217935.1	414801	416337		plus	uncharacterized protein LOC111330465	LOC111330465	111330465	protein-coding	XM_022935323.1	Spis_XP_022791058_1	322	
NW_019217935.1	462830	464415		minus	disintegrin and metalloproteinase domain-containing protein B-like	LOC111330457	111330457	protein-coding	XM_022935315.1	Spis_XP_022791050_1	253	
NW_019217935.1	533142	538362		minus	uncharacterized protein LOC111330450	LOC111330450	111330450	protein-coding	XM_022935309.1	Spis_XP_022791044_1	305	
NW_019217935.1	538649	539298		minus	uncharacterized gene	LOC111330451	111330451	pseudogene				
NW_019217935.1	567260	568072		plus	LOW QUALITY PROTEIN: uncharacterized protein LOC111330453	LOC111330453	111330453	protein-coding	XM_022935310.1	Spis_XP_022791045_1	192	
NW_019217935.1	595524	597427		minus	uncharacterized protein LOC111330461	LOC111330461	111330461	protein-coding	XM_022935319.1	Spis_XP_022791054_1	215	
NW_019217935.1	597579	605776		minus	intelectin-1-like	LOC111330458	111330458	protein-coding	XM_022935316.1	Spis_XP_022791051_1	247	
NW_019217935.1	605487	606727		minus	collagen alpha-1(XVI) chain-like	LOC111330454	111330454	protein-coding	XM_022935311.1	Spis_XP_022791046_1	279	
NW_019217935.1	611638	614767		minus	immunoglobulin superfamily DCC subclass member 3-like	LOC111330463	111330463	protein-coding	XM_022935321.1	Spis_XP_022791056_1	251	
NW_019217936.1	254	10600		minus	uncharacterized gene	LOC111330477	111330477	pseudogene				
NW_019217936.1	39692	42600		plus	probable serine/threonine-protein kinase DDB_G0271682	LOC111330499	111330499	protein-coding	XM_022935364.1	Spis_XP_022791099_1	299	
NW_019217936.1	42592	60670		minus	uncharacterized gene	LOC111330498	111330498	pseudogene				
NW_019217936.1	45771	47310		minus	ATP-dependent DNA helicase PIF5-like	LOC111330489	111330489	protein-coding	XM_022935356.1	Spis_XP_022791091_1	408	
NW_019217936.1	61411	65735		minus	probable E3 ubiquitin-protein ligase DTX3	LOC111330534	111330534	protein-coding	XM_022935398.1	Spis_XP_022791133_1	345	
NW_019217936.1	69743	73698		minus	uncharacterized gene	LOC111330528	111330528	pseudogene				
NW_019217936.1	73664	75092		minus	E3 ubiquitin-protein ligase TRIM71-like	LOC111330527	111330527	protein-coding	XM_022935394.1	Spis_XP_022791129_1	462	
NW_019217936.1	75897	82863		minus	uncharacterized protein LOC111330520 isoform X1	LOC111330520	111330520	protein-coding	XM_022935386.1	Spis_XP_022791121_1	1251	
NW_019217936.1	83285	94887		plus	uncharacterized protein LOC111330518	LOC111330518	111330518	protein-coding	XM_022935384.1	Spis_XP_022791119_1	900	
NW_019217936.1	115696	126792		plus	tripartite motif-containing protein 2-like isoform X1	LOC111330485	111330485	protein-coding	XM_022935347.1	Spis_XP_022791082_1	711	
NW_019217936.1	126822	134440		plus	E3 ubiquitin-protein ligase TRIM71-like isoform X1	LOC111330487	111330487	protein-coding	XM_022935349.1	Spis_XP_022791084_1	735	
NW_019217936.1	138138	139740		minus	poly [ADP-ribose] polymerase 15-like	LOC111330513	111330513	protein-coding	XM_022935378.1	Spis_XP_022791113_1	156	
NW_019217936.1	139701	142007		minus	E3 ubiquitin-protein ligase TRIM56-like isoform X1	LOC111330509	111330509	protein-coding	XM_022935372.1	Spis_XP_022791107_1	424	
NW_019217936.1	142299	150306		plus	E3 ubiquitin-protein ligase DTX3L-like isoform X1	LOC111330511	111330511	protein-coding	XM_022935375.1	Spis_XP_022791110_1	192	
NW_019217936.1	147541	153694		minus	poly [ADP-ribose] polymerase 14-like	LOC111330508	111330508	protein-coding	XM_022935371.1	Spis_XP_022791106_1	463	
