ko	uniprot_entry	ensembl_transcript	name	name_long
K13736	Q6Y5D8	Mmus_ENSMUST00000210519	ARHGAP10	Rho GTPase-activating protein 10
K13736	Q6Y5D8	Mmus_ENSMUST00000210922	ARHGAP10	Rho GTPase-activating protein 10
K13737	P42209	Mmus_ENSMUST00000106314	SEPT1	septin 1
K13738	Q9JLQ0	Mmus_ENSMUST00000024709	CD2AP	CD2-associated protein
K13744	D3YYY8	Mmus_ENSMUST00000079300	ARHGEF26, SGEF	Rho guanine nucleotide exchange factor 26
K13748	Q9D306	Mmus_ENSMUST00000020039	MGAT4C	alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]
K13748	Q9D306	Mmus_ENSMUST00000120748	MGAT4C	alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]
K13748	Q9D306	Mmus_ENSMUST00000163753	MGAT4C	alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]
K13749	Q91WD8	Mmus_ENSMUST00000037798	SLC24A1, NCKX1	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
K13750	Q8BUN9	Mmus_ENSMUST00000044990	SLC24A2, NCKX2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2
K13750	Q8BUN9	Mmus_ENSMUST00000107155	SLC24A2, NCKX2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2
K13750	Q8BUN9	Mmus_ENSMUST00000107157	SLC24A2, NCKX2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2
K13750	Q8BUN9	Mmus_ENSMUST00000107158	SLC24A2, NCKX2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2
K13752	Q8CGQ8	Mmus_ENSMUST00000079020	SLC24A4, NCKX4	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4
K13752	A0A0R4J0Z4	Mmus_ENSMUST00000235018	SLC24A4, NCKX4	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4
K13753	Q8C261	Mmus_ENSMUST00000070353	SLC24A5, NCKX5	solute carrier family 24 (sodium/potassium/calcium exchanger), member 5
K13754	Q925Q3	Mmus_ENSMUST00000068326	SLC24A6, NCKX6	solute carrier family 24 (sodium/potassium/calcium exchanger), member 6
K13754	Q925Q3	Mmus_ENSMUST00000076051	SLC24A6, NCKX6	solute carrier family 24 (sodium/potassium/calcium exchanger), member 6
K13754	Q925Q3	Mmus_ENSMUST00000111890	SLC24A6, NCKX6	solute carrier family 24 (sodium/potassium/calcium exchanger), member 6
K13755	Q01065	Mmus_ENSMUST00000023132	PDE1	calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]
K13755	Q64338	Mmus_ENSMUST00000044505	PDE1	calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]
K13755	Q61481	Mmus_ENSMUST00000102651	PDE1	calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]
K13755	Q61481	Mmus_ENSMUST00000102652	PDE1	calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]
K13755	Q61481	Mmus_ENSMUST00000102653	PDE1	calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]
K13755	Q61481	Mmus_ENSMUST00000102655	PDE1	calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]
K13755	Q64338	Mmus_ENSMUST00000114327	PDE1	calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]
K13755	Q64338	Mmus_ENSMUST00000164752	PDE1	calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]
K13755	Q64338	Mmus_ENSMUST00000166102	PDE1	calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]
K13755	Q64338	Mmus_ENSMUST00000168944	PDE1	calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]
K13755	Q61481	Mmus_ENSMUST00000183775	PDE1	calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]
K13755	Q6PDS5	Mmus_ENSMUST00000226468	PDE1	calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]
K13756	P23440	Mmus_ENSMUST00000031456	PDE6B	rod cGMP-specific 3,5-cyclic phosphodiesterase subunit beta [EC:3.1.4.35]
K13757	Q91ZQ1	Mmus_ENSMUST00000025956	PDE6C	cone cGMP-specific 3,5-cyclic phosphodiesterase subunit alpha [EC:3.1.4.35]
K13757	Q91ZQ1	Mmus_ENSMUST00000112329	PDE6C	cone cGMP-specific 3,5-cyclic phosphodiesterase subunit alpha [EC:3.1.4.35]
K13758	O55057	Mmus_ENSMUST00000027444	PDE6D	retinal rod rhodopsin-sensitive cGMP 3,5-cyclic phosphodiesterase subunit delta
K13759	P09174	Mmus_ENSMUST00000026452	PDE6G	retinal rod rhodopsin-sensitive cGMP 3,5-cyclic phosphodiesterase subunit gamma
K13760	P61249	Mmus_ENSMUST00000137768	PDE6H	retinal cone rhodopsin-sensitive cGMP 3,5-cyclic phosphodiesterase subunit gamma
K13761	O70628	Mmus_ENSMUST00000047168	PDE9	high affinity cGMP-specific 3,5-cyclic phosphodiesterase 9 [EC:3.1.4.35]
K13761	O70628	Mmus_ENSMUST00000127929	PDE9	high affinity cGMP-specific 3,5-cyclic phosphodiesterase 9 [EC:3.1.4.35]
K13762	Q8CG03	Mmus_ENSMUST00000066728	PDE5	cGMP-specific 3,5-cyclic phosphodiesterase [EC:3.1.4.35]
K13764	P34057	Mmus_ENSMUST00000021290	RCVRN	recoverin
K13765	O54828	Mmus_ENSMUST00000020920	RGS9	regulator of G-protein signaling 9
K13765	O54828	Mmus_ENSMUST00000106706	RGS9	regulator of G-protein signaling 9
K13768	P48757	Mmus_ENSMUST00000017309	GAST	gastrin
K13769	P09535	Mmus_ENSMUST00000000033	IGF2	insulin-like growth factor 2
K13769	P09535	Mmus_ENSMUST00000105935	IGF2	insulin-like growth factor 2
K13769	P09535	Mmus_ENSMUST00000105936	IGF2	insulin-like growth factor 2
K13769	P09535	Mmus_ENSMUST00000121128	IGF2	insulin-like growth factor 2
K13780	Q9Z127	Mmus_ENSMUST00000045557	SLC7A5, LAT1	solute carrier family 7 (L-type amino acid transporter), member 5
K13781	Q9QXW9	Mmus_ENSMUST00000022787	SLC7A8, LAT2	solute carrier family 7 (L-type amino acid transporter), member 8
K13782	P63115	Mmus_ENSMUST00000001854	SLC7A10, ASC1	solute carrier family 7 (D/L-type amino acid transporter), member 10
K13783	Q9WU81	Mmus_ENSMUST00000115068	SLC37A1_2	MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2
K13783	Q9WU81	Mmus_ENSMUST00000161114	SLC37A1_2	MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2
K13783	Q8R070	Mmus_ENSMUST00000165149	SLC37A1_2	MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2
K13783	Q8R070	Mmus_ENSMUST00000171233	SLC37A1_2	MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2
K13784	P26350	Mmus_ENSMUST00000045897	PTMA	prothymosin alpha
K13785	Q6ZWY8	Mmus_ENSMUST00000114048	TMSB10	thymosin beta 10
K13785	Q6ZWY8	Mmus_ENSMUST00000114049	TMSB10	thymosin beta 10
K13785	Q6ZWY8	Mmus_ENSMUST00000114050	TMSB10	thymosin beta 10
K13785	Q6ZWY8	Mmus_ENSMUST00000170837	TMSB10	thymosin beta 10
K13800	A0A0R4J093	Mmus_ENSMUST00000030491	CMPK1, UMPK	UMP-CMP kinase [EC:2.7.4.14]
K13801	Q9EQP6	Mmus_ENSMUST00000113769	ARR3	arrestin-C
K13806	Q6WQJ1	Mmus_ENSMUST00000039327	DAGL	sn1-specific diacylglycerol lipase [EC:3.1.1.116]
K13806	Q91WC9	Mmus_ENSMUST00000045593	DAGL	sn1-specific diacylglycerol lipase [EC:3.1.1.116]
K13807	O35385	Mmus_ENSMUST00000031359	PPEF, PPP7C	serine/threonine-protein phosphatase with EF-hands [EC:3.1.3.16]
K13807	O35655	Mmus_ENSMUST00000071204	PPEF, PPP7C	serine/threonine-protein phosphatase with EF-hands [EC:3.1.3.16]
K13807	O35385	Mmus_ENSMUST00000201130	PPEF, PPP7C	serine/threonine-protein phosphatase with EF-hands [EC:3.1.3.16]
K13809	Q3U5Q7	Mmus_ENSMUST00000020969	CMPK2	UMP-CMP kinase 2, mitochondrial [EC:2.7.4.14]
K13811	O88428	Mmus_ENSMUST00000025833	PAPSS	3-phosphoadenosine 5-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]
K13811	Q60967	Mmus_ENSMUST00000029666	PAPSS	3-phosphoadenosine 5-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]
K13813	Q9ER00	Mmus_ENSMUST00000030698	STX12, STX13	syntaxin 12/13
K13822	Q91VB8	Mmus_ENSMUST00000093207	HBA	hemoglobin subunit alpha
K13822	Q91VB8	Mmus_ENSMUST00000093209	HBA	hemoglobin subunit alpha
K13823	A8DUK4	Mmus_ENSMUST00000023934	HBB	hemoglobin subunit beta
K13823	A8DUK4	Mmus_ENSMUST00000098192	HBB	hemoglobin subunit beta
K13823	B2RVB7	Mmus_ENSMUST00000106866	HBB	hemoglobin subunit beta
K13825	Q9CR49	Mmus_ENSMUST00000033229	HBE	hemoglobin subunit epsilon
K13825	P04444	Mmus_ENSMUST00000063957	HBE	hemoglobin subunit epsilon
K13826	P06467	Mmus_ENSMUST00000020531	HBZ	hemoglobin subunit zeta
K13827	Q8BYM1	Mmus_ENSMUST00000020535	HBQ1	hemoglobin subunit theta
K13827	Q3U0A6	Mmus_ENSMUST00000101387	HBQ1	hemoglobin subunit theta
K13855	A0A0R4J101	Mmus_ENSMUST00000080067	SLC4A2, AE2	solute carrier family 4 (anion exchanger), member 2
K13856	P16283	Mmus_ENSMUST00000124341	SLC4A3, AE3	solute carrier family 4 (anion exchanger), member 3
K13857	D3YVG0	Mmus_ENSMUST00000039212	SLC4A5, NBC4	solute carrier family 4 (sodium bicarbonate cotransporter), member 5
K13858	F8VQC9	Mmus_ENSMUST00000057015	SLC4A7, NBC3	solute carrier family 4 (sodium bicarbonate cotransporter), member 7
K13859	Q8JZR6	Mmus_ENSMUST00000023776	SLC4A8	solute carrier family 4 (sodium bicarbonate cotransporter), member 8
K13859	Q8JZR6	Mmus_ENSMUST00000162049	SLC4A8	solute carrier family 4 (sodium bicarbonate cotransporter), member 8
K13860	Q8BUG8	Mmus_ENSMUST00000074298	SLC4A9, AE4	solute carrier family 4 (sodium bicarbonate cotransporter), member 9
K13860	Q8BUG8	Mmus_ENSMUST00000235181	SLC4A9, AE4	solute carrier family 4 (sodium bicarbonate cotransporter), member 9
K13860	A0A494BA31	Mmus_ENSMUST00000236124	SLC4A9, AE4	solute carrier family 4 (sodium bicarbonate cotransporter), member 9
K13861	Q5DTL9	Mmus_ENSMUST00000054484	SLC4A10, NCBE	solute carrier family 4 (sodium bicarbonate transporter), member 10
K13861	Q5DTL9	Mmus_ENSMUST00000102735	SLC4A10, NCBE	solute carrier family 4 (sodium bicarbonate transporter), member 10
K13861	Q5DTL9	Mmus_ENSMUST00000112480	SLC4A10, NCBE	solute carrier family 4 (sodium bicarbonate transporter), member 10
K13862	A2AJN7	Mmus_ENSMUST00000099362	SLC4A11, BTR1	solute carrier family 4 (sodium borate transporter), member 11
K13863	Q09143	Mmus_ENSMUST00000048116	SLC7A1, ATRC1	solute carrier family 7 (cationic amino acid transporter), member 1
K13864	P18581	Mmus_ENSMUST00000057784	SLC7A2, ATRC2	solute carrier family 7 (cationic amino acid transporter), member 2
K13864	P18581	Mmus_ENSMUST00000098816	SLC7A2, ATRC2	solute carrier family 7 (cationic amino acid transporter), member 2
K13864	P18581	Mmus_ENSMUST00000117077	SLC7A2, ATRC2	solute carrier family 7 (cationic amino acid transporter), member 2
K13865	P70423	Mmus_ENSMUST00000073927	SLC7A3, ATRC3	solute carrier family 7 (cationic amino acid transporter), member 3
K13865	P70423	Mmus_ENSMUST00000101362	SLC7A3, ATRC3	solute carrier family 7 (cationic amino acid transporter), member 3
K13865	P70423	Mmus_ENSMUST00000113710	SLC7A3, ATRC3	solute carrier family 7 (cationic amino acid transporter), member 3
K13865	E9PWS4	Mmus_ENSMUST00000171749	SLC7A3, ATRC3	solute carrier family 7 (cationic amino acid transporter), member 3
K13866	Q8BLQ7	Mmus_ENSMUST00000063544	SLC7A4	solute carrier family 7 (cationic amino acid transporter), member 4
K13866	Q8BLQ7	Mmus_ENSMUST00000172164	SLC7A4	solute carrier family 7 (cationic amino acid transporter), member 4
K13867	Q9Z1K8	Mmus_ENSMUST00000000984	SLC7A7	solute carrier family 7 (L-type amino acid transporter), member 7
K13867	Q9Z1K8	Mmus_ENSMUST00000195970	SLC7A7	solute carrier family 7 (L-type amino acid transporter), member 7
K13867	Q9Z1K8	Mmus_ENSMUST00000197440	SLC7A7	solute carrier family 7 (L-type amino acid transporter), member 7
K13867	Q9Z1K8	Mmus_ENSMUST00000226753	SLC7A7	solute carrier family 7 (L-type amino acid transporter), member 7
K13868	Q9QXA6	Mmus_ENSMUST00000032703	SLC7A9_15, BAT1	solute carrier family 7 (L-type amino acid transporter), member 9/15
K13868	Q8BZV2	Mmus_ENSMUST00000036938	SLC7A9_15, BAT1	solute carrier family 7 (L-type amino acid transporter), member 9/15
K13868	Q50E62	Mmus_ENSMUST00000095863	SLC7A9_15, BAT1	solute carrier family 7 (L-type amino acid transporter), member 9/15
K13868	Q9QXA6	Mmus_ENSMUST00000118383	SLC7A9_15, BAT1	solute carrier family 7 (L-type amino acid transporter), member 9/15
K13868	Q9QXA6	Mmus_ENSMUST00000118969	SLC7A9_15, BAT1	solute carrier family 7 (L-type amino acid transporter), member 9/15
K13868	Q8BZV2	Mmus_ENSMUST00000165657	SLC7A9_15, BAT1	solute carrier family 7 (L-type amino acid transporter), member 9/15
K13869	Q9WTR6	Mmus_ENSMUST00000029297	SLC7A11	solute carrier family 7 (L-type amino acid transporter), member 11
K13870	Q91WN3	Mmus_ENSMUST00000035890	SLC7A12_13, AGT1	solute carrier family 7 (L-type amino acid transporter), member 12/13
K13870	Q8VIE6	Mmus_ENSMUST00000037321	SLC7A12_13, AGT1	solute carrier family 7 (L-type amino acid transporter), member 12/13
K13871	Q8BXR1	Mmus_ENSMUST00000091259	SLC7A14	solute carrier family 7 (cationic amino acid transporter), member 14
K13872	Q8BGK6	Mmus_ENSMUST00000034378	SLC7A6	solute carrier family 7 (L-type amino acid transporter), member 6
K13878	O88870	Mmus_ENSMUST00000117346	BEST1, VMD2	bestrophin-1
K13879	A0A0R4J0P0	Mmus_ENSMUST00000059072	BEST2, VMD2L1	bestrophin-2
K13879	A0A0R4J0P0	Mmus_ENSMUST00000209322	BEST2, VMD2L1	bestrophin-2
K13879	A0A0R4J0P0	Mmus_ENSMUST00000209421	BEST2, VMD2L1	bestrophin-2
K13880	Q6H1V1	Mmus_ENSMUST00000020378	BEST3, VMD2L3	bestrophin-3
K13882	O89053	Mmus_ENSMUST00000032949	CORO1A	coronin-1A
K13882	O89053	Mmus_ENSMUST00000106364	CORO1A	coronin-1A
K13883	Q5ND29	Mmus_ENSMUST00000042972	RILP	Rab-interacting lysosomal protein
K13884	Q60754	Mmus_ENSMUST00000027639	MARCO	macrophage receptor with collagenous structure
K13885	Q61009	Mmus_ENSMUST00000086075	SCARB1	scavenger receptor class B, member 1
K13885	Q61009	Mmus_ENSMUST00000111390	SCARB1	scavenger receptor class B, member 1
K13886	Q9WUM4	Mmus_ENSMUST00000004646	CORO1B_1C_6	coronin-1B/1C/6
K13886	Q9WUM3	Mmus_ENSMUST00000008893	CORO1B_1C_6	coronin-1B/1C/6
K13886	Q920M5	Mmus_ENSMUST00000021190	CORO1B_1C_6	coronin-1B/1C/6
K13886	Q920M5	Mmus_ENSMUST00000079770	CORO1B_1C_6	coronin-1B/1C/6
K13886	Q920M5	Mmus_ENSMUST00000102493	CORO1B_1C_6	coronin-1B/1C/6
K13886	Q920M5	Mmus_ENSMUST00000108391	CORO1B_1C_6	coronin-1B/1C/6
K13887	Q8C0P5	Mmus_ENSMUST00000030021	CORO2	coronin-2
K13887	Q8BH44	Mmus_ENSMUST00000048043	CORO2	coronin-2
K13887	Q8C0P5	Mmus_ENSMUST00000107756	CORO2	coronin-2
K13899	P21460	Mmus_ENSMUST00000028938	CST3	cystatin-C
K13902	Q9D1B1	Mmus_ENSMUST00000025764	CST6	cystatin-M
K13903	O89098	Mmus_ENSMUST00000089200	CST7	cystatin-F
K13904	P32766	Mmus_ENSMUST00000028931	CST8	cystatin-8
K13904	P32766	Mmus_ENSMUST00000109947	CST8	cystatin-8
K13905	Q9Z0H6	Mmus_ENSMUST00000028935	CST9	cystatin-9
K13906	Q9D269	Mmus_ENSMUST00000028934	CST11	cystatin-11
K13907	Q62426	Mmus_ENSMUST00000005185	CSTA_B	cystatin-A/B
K13907	P35174	Mmus_ENSMUST00000023619	CSTA_B	cystatin-A/B
K13907	P35173	Mmus_ENSMUST00000068182	CSTA_B	cystatin-A/B
K13907	P56567	Mmus_ENSMUST00000096090	CSTA_B	cystatin-A/B
K13907	P35175	Mmus_ENSMUST00000232150	CSTA_B	cystatin-A/B
K13908	E9PWB6	Mmus_ENSMUST00000041924	MUC5	mucin-5
K13908	E9Q5I3	Mmus_ENSMUST00000165147	MUC5	mucin-5
K13911	Q91X93	Mmus_ENSMUST00000087853	PRB1_2	basic salivary proline-rich protein 1/2
K13912	Q8BZE1	Mmus_ENSMUST00000050586	DMBT1	deleted in malignant brain tumors 1 protein
K13912	A0A140LI59	Mmus_ENSMUST00000208311	DMBT1	deleted in malignant brain tumors 1 protein
K13915	Q8BM26	Mmus_ENSMUST00000020392	LYZ	lysozyme C [EC:3.2.1.17]
K13915	P17897	Mmus_ENSMUST00000092162	LYZ	lysozyme C [EC:3.2.1.17]
K13915	P08905	Mmus_ENSMUST00000092163	LYZ	lysozyme C [EC:3.2.1.17]
K13915	Q8BM26	Mmus_ENSMUST00000159193	LYZ	lysozyme C [EC:3.2.1.17]
K13916	P51437	Mmus_ENSMUST00000112022	CAMP, LL37	cathelicidin antimicrobial peptide
K13917	Q9DCC1	Mmus_ENSMUST00000029942	RNGTT	mRNA-capping enzyme [EC:2.7.7.50 3.6.1.74]
K13917	O55236	Mmus_ENSMUST00000108153	RNGTT	mRNA-capping enzyme [EC:2.7.7.50 3.6.1.74]
K13937	Q8CFX1	Mmus_ENSMUST00000084117	H6PD	hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]
K13948	Q91YR9	Mmus_ENSMUST00000030069	PTGR1, LTB4DH	prostaglandin reductase 1 [EC:1.3.1.74 1.3.1.48]
K13949	Q8VDQ1	Mmus_ENSMUST00000123614	PTGR2, ZADH1	prostaglandin reductase 2 [EC:1.3.1.48]
K13949	Q8VDQ1	Mmus_ENSMUST00000146377	PTGR2, ZADH1	prostaglandin reductase 2 [EC:1.3.1.48]
K13949	Q8VDQ1	Mmus_ENSMUST00000147363	PTGR2, ZADH1	prostaglandin reductase 2 [EC:1.3.1.48]
K13951	P00329	Mmus_ENSMUST00000004232	ADH1_7	alcohol dehydrogenase 1/7 [EC:1.1.1.1]
K13951	Q64437	Mmus_ENSMUST00000090171	ADH1_7	alcohol dehydrogenase 1/7 [EC:1.1.1.1]
K13956	P28575	Mmus_ENSMUST00000030461	IPP, KLHL27	actin-binding protein IPP
K13956	P28575	Mmus_ENSMUST00000106479	IPP, KLHL27	actin-binding protein IPP
K13957	G3UW92	Mmus_ENSMUST00000164415	KLHL33	kelch-like protein 33
K13958	Q8R124	Mmus_ENSMUST00000034287	KLHL36	kelch-like protein 36
K13959	Q8BSF5	Mmus_ENSMUST00000022985	KLHL38	kelch-like protein 38
K13960	Q9CQ37	Mmus_ENSMUST00000027687	UBE2T, HSPC150	ubiquitin-conjugating enzyme E2 T [EC:2.3.2.23]
K13961	Q8BUE1	Mmus_ENSMUST00000027233	SLC9A4, NHE4	solute carrier family 9 (sodium/hydrogen exchanger), member 4
K13962	Q8R2Z3	Mmus_ENSMUST00000042221	SLC26A7, SUT2	solute carrier family 26 (anion exchange transporter), member 7
K13963	O08797	Mmus_ENSMUST00000006391	SERPINB	serpin B
K13963	Q9DAV6	Mmus_ENSMUST00000006392	SERPINB	serpin B
K13963	I7HJI5	Mmus_ENSMUST00000021837	SERPINB	serpin B
K13963	Q6UKZ0	Mmus_ENSMUST00000023861	SERPINB	serpin B
K13963	Q8CDC0	Mmus_ENSMUST00000027564	SERPINB	serpin B
K13963	A2RSF9	Mmus_ENSMUST00000027565	SERPINB	serpin B
K13963	G3X9V8	Mmus_ENSMUST00000027567	SERPINB	serpin B
K13963	Q60854	Mmus_ENSMUST00000043552	SERPINB	serpin B
K13963	O08797	Mmus_ENSMUST00000063191	SERPINB	serpin B
K13963	Q8BMT0	Mmus_ENSMUST00000067198	SERPINB	serpin B
K13963	O08806	Mmus_ENSMUST00000071873	SERPINB	serpin B
K13963	Q80UK5	Mmus_ENSMUST00000075515	SERPINB	serpin B
K13963	Q60854	Mmus_ENSMUST00000076532	SERPINB	serpin B
K13963	Q8VHQ1	Mmus_ENSMUST00000081927	SERPINB	serpin B
K13963	Q9D1Q5	Mmus_ENSMUST00000086694	SERPINB	serpin B
K13963	I7HJI3	Mmus_ENSMUST00000110275	SERPINB	serpin B
K13963	Q9D6A7	Mmus_ENSMUST00000110284	SERPINB	serpin B
K13963	O08804	Mmus_ENSMUST00000110293	SERPINB	serpin B
K13963	G3X9V8	Mmus_ENSMUST00000112717	SERPINB	serpin B
K13963	Q9D1Q5	Mmus_ENSMUST00000166100	SERPINB	serpin B
K13963	Q60854	Mmus_ENSMUST00000167163	SERPINB	serpin B
K13964	Q9D695	Mmus_ENSMUST00000086690	SERPINB7	serpin B7
K13965	O08800	Mmus_ENSMUST00000000514	SERPINB8	serpin B8
K13965	O08800	Mmus_ENSMUST00000112706	SERPINB8	serpin B8
K13966	Q9CQV3	Mmus_ENSMUST00000027566	SERPINB11_12	serpin B11/12
K13966	Q9D7P9	Mmus_ENSMUST00000081277	SERPINB11_12	serpin B11/12
K13966	Q9D7P9	Mmus_ENSMUST00000112724	SERPINB11_12	serpin B11/12
K13980	Q9QYY9	Mmus_ENSMUST00000013458	ADH4	alcohol dehydrogenase 4 [EC:1.1.1.1]
K13981	Q9DCT1	Mmus_ENSMUST00000091848	AKR1E2, AKR1CL2	1,5-anhydro-D-fructose reductase [EC:1.1.1.263]
K13982	Q61496	Mmus_ENSMUST00000075748	DDX4, VASA	probable ATP-dependent RNA helicase DDX4 [EC:5.6.2.7]
K13983	G3X8T0	Mmus_ENSMUST00000015509	MOV10L1	RNA helicase MOV10L1 [EC:5.6.2.5]
K13984	Q91W90	Mmus_ENSMUST00000035988	TXNDC5, ERP46	thioredoxin domain-containing protein 5 [EC:5.3.4.1]
K13985	Q8BH82	Mmus_ENSMUST00000060899	NAPEPLD	N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]
K13985	Q8BH82	Mmus_ENSMUST00000115217	NAPEPLD	N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]
K13986	A2AQW0	Mmus_ENSMUST00000033665	MAP3K15	mitogen-activated protein kinase kinase kinase 15 [EC:2.7.11.25]
K13987	Q9JKX6	Mmus_ENSMUST00000026927	NUDT5	ADP-ribose diphosphatase / 8-oxo-dGDP phosphatase / ADP-D-ribose pyrophosphorylase [EC:3.6.1.13 3.6.1.58 2.7.7.96]
K13988	Q8BVU5	Mmus_ENSMUST00000031250	NUDT9	ADP-ribose diphosphatase [EC:3.6.1.13]
K13989	Q9D8K3	Mmus_ENSMUST00000009236	DERL2_3	Derlin-2/3
K13989	Q8BNI4	Mmus_ENSMUST00000108523	DERL2_3	Derlin-2/3
K13989	Q8BNI4	Mmus_ENSMUST00000143850	DERL2_3	Derlin-2/3
K13990	Q91XD4	Mmus_ENSMUST00000001183	FTCD	glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]
K13997	Q8BKZ9	Mmus_ENSMUST00000011058	PDHX	dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex
K13999	Q8BMK4	Mmus_ENSMUST00000053871	CKAP4, CLIMP63	cytoskeleton-associated protein 4
K14000	A2AVJ7	Mmus_ENSMUST00000016072	RRBP1	ribosome-binding protein 1
K14000	Q99PL5	Mmus_ENSMUST00000037875	RRBP1	ribosome-binding protein 1
K14001	Q9EPK6	Mmus_ENSMUST00000025215	SIL1, SLS1	nucleotide exchange factor SIL1
K14003	Q9WUQ2	Mmus_ENSMUST00000074840	PREB, SEC12	prolactin regulatory element-binding protein
K14004	Q9D1M0	Mmus_ENSMUST00000032440	SEC13	protein transport protein SEC13
K14005	Q3TZ89	Mmus_ENSMUST00000063632	SEC31	protein transport protein SEC31
K14005	Q3UPL0	Mmus_ENSMUST00000094578	SEC31	protein transport protein SEC31
K14005	Q3TZ89	Mmus_ENSMUST00000111985	SEC31	protein transport protein SEC31
K14005	Q3UPL0	Mmus_ENSMUST00000182886	SEC31	protein transport protein SEC31
K14006	Q01405	Mmus_ENSMUST00000021375	SEC23	protein transport protein SEC23
K14006	Q9D662	Mmus_ENSMUST00000028916	SEC23	protein transport protein SEC23
K14007	Q6NXL1	Mmus_ENSMUST00000047923	SEC24	protein transport protein SEC24
K14007	Q3U2P1	Mmus_ENSMUST00000064297	SEC24	protein transport protein SEC24
K14007	Q3U2P1	Mmus_ENSMUST00000109097	SEC24	protein transport protein SEC24
K14007	A0A286YDI8	Mmus_ENSMUST00000223751	SEC24	protein transport protein SEC24
K14008	Q8VEH8	Mmus_ENSMUST00000073192	ERLEC1, XTP3B	endoplasmic reticulum lectin 1
K14009	Q61335	Mmus_ENSMUST00000002091	BCAP31, BAP31	B-cell receptor-associated protein 31
K14010	Q91V04	Mmus_ENSMUST00000027068	TRAM1	translocating chain-associated membrane protein 1
K14010	Q8QZR0	Mmus_ENSMUST00000058994	TRAM1	translocating chain-associated membrane protein 1
K14011	Q99PL6	Mmus_ENSMUST00000019722	UBXN6, UBXD1	UBX domain-containing protein 6
K14012	Q9CZ44	Mmus_ENSMUST00000028949	NSFL1C, UBX1, SHP1	UBX domain-containing protein 1
K14012	Q9CZ44	Mmus_ENSMUST00000089140	NSFL1C, UBX1, SHP1	UBX domain-containing protein 1
K14014	Q3UZP4	Mmus_ENSMUST00000098414	SVIP	small VCP/p97-interacting protein
K14015	P60670	Mmus_ENSMUST00000044271	NPLOC4, NPL4	nuclear protein localization protein 4
K14015	P60670	Mmus_ENSMUST00000103017	NPLOC4, NPL4	nuclear protein localization protein 4
K14016	P70362	Mmus_ENSMUST00000005394	UFD1	ubiquitin fusion degradation protein 1
K14016	P70362	Mmus_ENSMUST00000115578	UFD1	ubiquitin fusion degradation protein 1
K14018	P27612	Mmus_ENSMUST00000107107	PLAA, DOA1, UFD3	phospholipase A-2-activating protein
K14019	P17564	Mmus_ENSMUST00000042105	PPP1R15A, GADD34	protein phosphatase 1 regulatory subunit 15A
K14019	P17564	Mmus_ENSMUST00000167273	PPP1R15A, GADD34	protein phosphatase 1 regulatory subunit 15A
