Ocupat_v02_G000001.t0	Ocupat_v02_G000001
Ocupat_v02_G020728.t0	Ocupat_v02_G020728
Ocupat_v02_G020729.t0	Ocupat_v02_G020729
Ocupat_v02_G020729.t1	Ocupat_v02_G020729
Ocupat_v02_G020730.t0	Ocupat_v02_G020730
Ocupat_v02_G020731.t0	Ocupat_v02_G020731
Ocupat_v02_G020731.t1	Ocupat_v02_G020731
Ocupat_v02_G020732.t0	Ocupat_v02_G020732
Ocupat_v02_G020733.t0	Ocupat_v02_G020733
Ocupat_v02_G020734.t0	Ocupat_v02_G020734
Ocupat_v02_G020735.t0	Ocupat_v02_G020735
Ocupat_v02_G020736.t0	Ocupat_v02_G020736
Ocupat_v02_G020737.t0	Ocupat_v02_G020737
Ocupat_v02_G020738.t0	Ocupat_v02_G020738
Ocupat_v02_G020739.t0	Ocupat_v02_G020739
Ocupat_v02_G020740.t0	Ocupat_v02_G020740
Ocupat_v02_G020740.t1	Ocupat_v02_G020740
Ocupat_v02_G020741.t0	Ocupat_v02_G020741
Ocupat_v02_G020745.t0	Ocupat_v02_G020745
Ocupat_v02_G020746.t0	Ocupat_v02_G020746
Ocupat_v02_G020747.t0	Ocupat_v02_G020747
Ocupat_v02_G020748.t0	Ocupat_v02_G020748
Ocupat_v02_G020748.t1	Ocupat_v02_G020748
Ocupat_v02_G020749.t0	Ocupat_v02_G020749
Ocupat_v02_G020750.t0	Ocupat_v02_G020750
Ocupat_v02_G020751.t0	Ocupat_v02_G020751
Ocupat_v02_G020751.t1	Ocupat_v02_G020751
Ocupat_v02_G020752.t0	Ocupat_v02_G020752
Ocupat_v02_G020753.t0	Ocupat_v02_G020753
Ocupat_v02_G020754.t0	Ocupat_v02_G020754
Ocupat_v02_G020755.t0	Ocupat_v02_G020755
Ocupat_v02_G020756.t0	Ocupat_v02_G020756
Ocupat_v02_G020757.t0	Ocupat_v02_G020757
Ocupat_v02_G020758.t0	Ocupat_v02_G020758
Ocupat_v02_G020758.t1	Ocupat_v02_G020758
Ocupat_v02_G020759.t0	Ocupat_v02_G020759
Ocupat_v02_G020759.t1	Ocupat_v02_G020759
Ocupat_v02_G020759.t2	Ocupat_v02_G020759
Ocupat_v02_G020759.t3	Ocupat_v02_G020759
Ocupat_v02_G020759.t4	Ocupat_v02_G020759
Ocupat_v02_G020759.t5	Ocupat_v02_G020759
Ocupat_v02_G020760.t0	Ocupat_v02_G020760
Ocupat_v02_G020761.t0	Ocupat_v02_G020761
Ocupat_v02_G020762.t0	Ocupat_v02_G020762
Ocupat_v02_G020762.t1	Ocupat_v02_G020762
Ocupat_v02_G020763.t0	Ocupat_v02_G020763
Ocupat_v02_G020764.t0	Ocupat_v02_G020764
Ocupat_v02_G020764.t1	Ocupat_v02_G020764
Ocupat_v02_G020764.t2	Ocupat_v02_G020764
Ocupat_v02_G020764.t3	Ocupat_v02_G020764
Ocupat_v02_G020765.t0	Ocupat_v02_G020765
Ocupat_v02_G020766.t0	Ocupat_v02_G020766
Ocupat_v02_G020767.t0	Ocupat_v02_G020767
Ocupat_v02_G020768.t0	Ocupat_v02_G020768
Ocupat_v02_G020769.t0	Ocupat_v02_G020769
Ocupat_v02_G020770.t0	Ocupat_v02_G020770
Ocupat_v02_G020771.t0	Ocupat_v02_G020771
Ocupat_v02_G020772.t0	Ocupat_v02_G020772
Ocupat_v02_G020774.t0	Ocupat_v02_G020774
Ocupat_v02_G020775.t0	Ocupat_v02_G020775
Ocupat_v02_G020776.t0	Ocupat_v02_G020776
Ocupat_v02_G020776.t1	Ocupat_v02_G020776
Ocupat_v02_G020777.t0	Ocupat_v02_G020777
Ocupat_v02_G020778.t0	Ocupat_v02_G020778
Ocupat_v02_G020779.t0	Ocupat_v02_G020779
Ocupat_v02_G020780.t0	Ocupat_v02_G020780
Ocupat_v02_G020781.t0	Ocupat_v02_G020781
Ocupat_v02_G020782.t0	Ocupat_v02_G020782
Ocupat_v02_G020783.t0	Ocupat_v02_G020783
Ocupat_v02_G020784.t0	Ocupat_v02_G020784
Ocupat_v02_G020784.t1	Ocupat_v02_G020784
Ocupat_v02_G020785.t0	Ocupat_v02_G020785
Ocupat_v02_G020786.t0	Ocupat_v02_G020786
Ocupat_v02_G020789.t0	Ocupat_v02_G020789
Ocupat_v02_G020790.t0	Ocupat_v02_G020790
Ocupat_v02_G020791.t0	Ocupat_v02_G020791
Ocupat_v02_G020792.t0	Ocupat_v02_G020792
Ocupat_v02_G020792.t1	Ocupat_v02_G020792
Ocupat_v02_G020792.t2	Ocupat_v02_G020792
Ocupat_v02_G020792.t3	Ocupat_v02_G020792
Ocupat_v02_G020793.t0	Ocupat_v02_G020793
Ocupat_v02_G020794.t0	Ocupat_v02_G020794
Ocupat_v02_G020795.t0	Ocupat_v02_G020795
Ocupat_v02_G020796.t0	Ocupat_v02_G020796
Ocupat_v02_G020797.t0	Ocupat_v02_G020797
Ocupat_v02_G020797.t1	Ocupat_v02_G020797
Ocupat_v02_G020797.t2	Ocupat_v02_G020797
Ocupat_v02_G020798.t0	Ocupat_v02_G020798
Ocupat_v02_G020799.t0	Ocupat_v02_G020799
Ocupat_v02_G020800.t0	Ocupat_v02_G020800
Ocupat_v02_G020800.t1	Ocupat_v02_G020800
Ocupat_v02_G020801.t0	Ocupat_v02_G020801
Ocupat_v02_G020802.t0	Ocupat_v02_G020802
Ocupat_v02_G020803.t0	Ocupat_v02_G020803
Ocupat_v02_G020804.t0	Ocupat_v02_G020804
Ocupat_v02_G020804.t1	Ocupat_v02_G020804
Ocupat_v02_G020804.t2	Ocupat_v02_G020804
Ocupat_v02_G020805.t0	Ocupat_v02_G020805
Ocupat_v02_G020806.t0	Ocupat_v02_G020806
Ocupat_v02_G020807.t0	Ocupat_v02_G020807
Ocupat_v02_G020808.t0	Ocupat_v02_G020808
Ocupat_v02_G020808.t1	Ocupat_v02_G020808
Ocupat_v02_G020809.t0	Ocupat_v02_G020809
Ocupat_v02_G020810.t0	Ocupat_v02_G020810
Ocupat_v02_G020811.t0	Ocupat_v02_G020811
Ocupat_v02_G020812.t0	Ocupat_v02_G020812
Ocupat_v02_G020813.t0	Ocupat_v02_G020813
Ocupat_v02_G020814.t0	Ocupat_v02_G020814
Ocupat_v02_G020815.t0	Ocupat_v02_G020815
Ocupat_v02_G020816.t0	Ocupat_v02_G020816
Ocupat_v02_G020817.t0	Ocupat_v02_G020817
Ocupat_v02_G020818.t0	Ocupat_v02_G020818
Ocupat_v02_G020819.t0	Ocupat_v02_G020819
Ocupat_v02_G020819.t1	Ocupat_v02_G020819
Ocupat_v02_G020820.t0	Ocupat_v02_G020820
Ocupat_v02_G020821.t0	Ocupat_v02_G020821
Ocupat_v02_G020822.t0	Ocupat_v02_G020822
Ocupat_v02_G020823.t0	Ocupat_v02_G020823
Ocupat_v02_G020824.t0	Ocupat_v02_G020824
Ocupat_v02_G020824.t1	Ocupat_v02_G020824
Ocupat_v02_G020825.t0	Ocupat_v02_G020825
Ocupat_v02_G020826.t0	Ocupat_v02_G020826
Ocupat_v02_G020827.t0	Ocupat_v02_G020827
Ocupat_v02_G020828.t0	Ocupat_v02_G020828
Ocupat_v02_G020829.t0	Ocupat_v02_G020829
Ocupat_v02_G020831.t0	Ocupat_v02_G020831
Ocupat_v02_G020832.t0	Ocupat_v02_G020832
Ocupat_v02_G020833.t0	Ocupat_v02_G020833
Ocupat_v02_G020834.t0	Ocupat_v02_G020834
Ocupat_v02_G020835.t0	Ocupat_v02_G020835
Ocupat_v02_G020836.t0	Ocupat_v02_G020836
Ocupat_v02_G020836.t1	Ocupat_v02_G020836
Ocupat_v02_G020836.t2	Ocupat_v02_G020836
Ocupat_v02_G020836.t3	Ocupat_v02_G020836
Ocupat_v02_G020836.t4	Ocupat_v02_G020836
Ocupat_v02_G020836.t5	Ocupat_v02_G020836
Ocupat_v02_G020836.t6	Ocupat_v02_G020836
Ocupat_v02_G020836.t7	Ocupat_v02_G020836
Ocupat_v02_G020836.t8	Ocupat_v02_G020836
Ocupat_v02_G020837.t0	Ocupat_v02_G020837
Ocupat_v02_G020837.t1	Ocupat_v02_G020837
Ocupat_v02_G020837.t2	Ocupat_v02_G020837
Ocupat_v02_G020837.t3	Ocupat_v02_G020837
Ocupat_v02_G020837.t4	Ocupat_v02_G020837
Ocupat_v02_G020837.t5	Ocupat_v02_G020837
Ocupat_v02_G020838.t0	Ocupat_v02_G020838
Ocupat_v02_G020839.t0	Ocupat_v02_G020839
Ocupat_v02_G020840.t0	Ocupat_v02_G020840
Ocupat_v02_G020841.t0	Ocupat_v02_G020841
Ocupat_v02_G020841.t1	Ocupat_v02_G020841
Ocupat_v02_G020842.t0	Ocupat_v02_G020842
Ocupat_v02_G020842.t1	Ocupat_v02_G020842
Ocupat_v02_G020843.t0	Ocupat_v02_G020843
Ocupat_v02_G020844.t0	Ocupat_v02_G020844
Ocupat_v02_G020845.t0	Ocupat_v02_G020845
Ocupat_v02_G020846.t0	Ocupat_v02_G020846
Ocupat_v02_G020847.t0	Ocupat_v02_G020847
Ocupat_v02_G020847.t1	Ocupat_v02_G020847
Ocupat_v02_G020848.t0	Ocupat_v02_G020848
Ocupat_v02_G020849.t0	Ocupat_v02_G020849
Ocupat_v02_G020850.t0	Ocupat_v02_G020850
Ocupat_v02_G020851.t0	Ocupat_v02_G020851
Ocupat_v02_G020852.t0	Ocupat_v02_G020852
Ocupat_v02_G020853.t0	Ocupat_v02_G020853
Ocupat_v02_G020854.t0	Ocupat_v02_G020854
Ocupat_v02_G020855.t0	Ocupat_v02_G020855
Ocupat_v02_G020856.t0	Ocupat_v02_G020856
Ocupat_v02_G020857.t0	Ocupat_v02_G020857
Ocupat_v02_G020858.t0	Ocupat_v02_G020858
Ocupat_v02_G020859.t0	Ocupat_v02_G020859
Ocupat_v02_G020860.t0	Ocupat_v02_G020860
Ocupat_v02_G020861.t0	Ocupat_v02_G020861
Ocupat_v02_G020861.t1	Ocupat_v02_G020861
Ocupat_v02_G020862.t0	Ocupat_v02_G020862
Ocupat_v02_G020864.t0	Ocupat_v02_G020864
Ocupat_v02_G020864.t1	Ocupat_v02_G020864
Ocupat_v02_G020865.t0	Ocupat_v02_G020865
Ocupat_v02_G020866.t0	Ocupat_v02_G020866
Ocupat_v02_G020867.t0	Ocupat_v02_G020867
Ocupat_v02_G020868.t0	Ocupat_v02_G020868
Ocupat_v02_G020869.t0	Ocupat_v02_G020869
Ocupat_v02_G020870.t0	Ocupat_v02_G020870
Ocupat_v02_G020871.t0	Ocupat_v02_G020871
Ocupat_v02_G020871.t1	Ocupat_v02_G020871
Ocupat_v02_G020871.t2	Ocupat_v02_G020871
Ocupat_v02_G020872.t0	Ocupat_v02_G020872
Ocupat_v02_G020872.t1	Ocupat_v02_G020872
Ocupat_v02_G020873.t0	Ocupat_v02_G020873
Ocupat_v02_G020874.t0	Ocupat_v02_G020874
Ocupat_v02_G020875.t0	Ocupat_v02_G020875
Ocupat_v02_G020875.t1	Ocupat_v02_G020875
Ocupat_v02_G020877.t0	Ocupat_v02_G020877
Ocupat_v02_G020878.t0	Ocupat_v02_G020878
Ocupat_v02_G020879.t0	Ocupat_v02_G020879
Ocupat_v02_G020880.t0	Ocupat_v02_G020880
Ocupat_v02_G020881.t0	Ocupat_v02_G020881
Ocupat_v02_G020882.t0	Ocupat_v02_G020882
Ocupat_v02_G020883.t0	Ocupat_v02_G020883
Ocupat_v02_G020884.t0	Ocupat_v02_G020884
Ocupat_v02_G020885.t0	Ocupat_v02_G020885
Ocupat_v02_G020886.t0	Ocupat_v02_G020886
Ocupat_v02_G020887.t0	Ocupat_v02_G020887
Ocupat_v02_G020888.t0	Ocupat_v02_G020888
Ocupat_v02_G020890.t0	Ocupat_v02_G020890
Ocupat_v02_G020891.t0	Ocupat_v02_G020891
Ocupat_v02_G020892.t0	Ocupat_v02_G020892
Ocupat_v02_G020893.t0	Ocupat_v02_G020893
Ocupat_v02_G020894.t0	Ocupat_v02_G020894
Ocupat_v02_G020897.t0	Ocupat_v02_G020897
Ocupat_v02_G020898.t0	Ocupat_v02_G020898
Ocupat_v02_G020899.t0	Ocupat_v02_G020899
Ocupat_v02_G020900.t0	Ocupat_v02_G020900
Ocupat_v02_G020900.t1	Ocupat_v02_G020900
Ocupat_v02_G020900.t2	Ocupat_v02_G020900
Ocupat_v02_G020901.t0	Ocupat_v02_G020901
Ocupat_v02_G020902.t0	Ocupat_v02_G020902
Ocupat_v02_G020903.t0	Ocupat_v02_G020903
Ocupat_v02_G020904.t0	Ocupat_v02_G020904
Ocupat_v02_G020905.t0	Ocupat_v02_G020905
Ocupat_v02_G020906.t0	Ocupat_v02_G020906
Ocupat_v02_G020907.t0	Ocupat_v02_G020907
Ocupat_v02_G020908.t0	Ocupat_v02_G020908
Ocupat_v02_G020909.t0	Ocupat_v02_G020909
Ocupat_v02_G020910.t0	Ocupat_v02_G020910
Ocupat_v02_G020912.t0	Ocupat_v02_G020912
Ocupat_v02_G020913.t0	Ocupat_v02_G020913
Ocupat_v02_G020914.t0	Ocupat_v02_G020914
Ocupat_v02_G020914.t1	Ocupat_v02_G020914
Ocupat_v02_G020914.t2	Ocupat_v02_G020914
Ocupat_v02_G020914.t3	Ocupat_v02_G020914
Ocupat_v02_G020914.t4	Ocupat_v02_G020914
Ocupat_v02_G020915.t0	Ocupat_v02_G020915
Ocupat_v02_G020917.t0	Ocupat_v02_G020917
Ocupat_v02_G020918.t0	Ocupat_v02_G020918
Ocupat_v02_G020921.t0	Ocupat_v02_G020921
Ocupat_v02_G020921.t1	Ocupat_v02_G020921
Ocupat_v02_G020921.t2	Ocupat_v02_G020921
Ocupat_v02_G020921.t3	Ocupat_v02_G020921
Ocupat_v02_G020922.t0	Ocupat_v02_G020922
Ocupat_v02_G020923.t0	Ocupat_v02_G020923
Ocupat_v02_G020924.t0	Ocupat_v02_G020924
Ocupat_v02_G020925.t0	Ocupat_v02_G020925
Ocupat_v02_G020926.t0	Ocupat_v02_G020926
Ocupat_v02_G020926.t1	Ocupat_v02_G020926
Ocupat_v02_G020926.t2	Ocupat_v02_G020926
Ocupat_v02_G020927.t0	Ocupat_v02_G020927
Ocupat_v02_G020927.t1	Ocupat_v02_G020927
Ocupat_v02_G020928.t0	Ocupat_v02_G020928
Ocupat_v02_G020929.t0	Ocupat_v02_G020929
Ocupat_v02_G020930.t0	Ocupat_v02_G020930
Ocupat_v02_G020931.t0	Ocupat_v02_G020931
Ocupat_v02_G020933.t0	Ocupat_v02_G020933
Ocupat_v02_G020935.t0	Ocupat_v02_G020935
Ocupat_v02_G020936.t0	Ocupat_v02_G020936
Ocupat_v02_G020937.t0	Ocupat_v02_G020937
Ocupat_v02_G020938.t0	Ocupat_v02_G020938
Ocupat_v02_G020939.t0	Ocupat_v02_G020939
Ocupat_v02_G020940.t0	Ocupat_v02_G020940
Ocupat_v02_G020941.t0	Ocupat_v02_G020941
Ocupat_v02_G020942.t0	Ocupat_v02_G020942
Ocupat_v02_G020943.t0	Ocupat_v02_G020943
Ocupat_v02_G020944.t0	Ocupat_v02_G020944
Ocupat_v02_G020945.t0	Ocupat_v02_G020945
Ocupat_v02_G020946.t0	Ocupat_v02_G020946
Ocupat_v02_G020947.t0	Ocupat_v02_G020947
Ocupat_v02_G020947.t1	Ocupat_v02_G020947
Ocupat_v02_G020948.t0	Ocupat_v02_G020948
Ocupat_v02_G020949.t0	Ocupat_v02_G020949
Ocupat_v02_G020950.t0	Ocupat_v02_G020950
Ocupat_v02_G020955.t0	Ocupat_v02_G020955
Ocupat_v02_G020958.t0	Ocupat_v02_G020958
Ocupat_v02_G020959.t0	Ocupat_v02_G020959
Ocupat_v02_G020961.t0	Ocupat_v02_G020961
Ocupat_v02_G020961.t1	Ocupat_v02_G020961
Ocupat_v02_G020962.t0	Ocupat_v02_G020962
Ocupat_v02_G020963.t0	Ocupat_v02_G020963
Ocupat_v02_G020964.t0	Ocupat_v02_G020964
Ocupat_v02_G020965.t0	Ocupat_v02_G020965
Ocupat_v02_G020966.t0	Ocupat_v02_G020966
Ocupat_v02_G020968.t0	Ocupat_v02_G020968
Ocupat_v02_G020969.t0	Ocupat_v02_G020969
Ocupat_v02_G020969.t1	Ocupat_v02_G020969
Ocupat_v02_G020970.t0	Ocupat_v02_G020970
Ocupat_v02_G020972.t0	Ocupat_v02_G020972
Ocupat_v02_G020973.t0	Ocupat_v02_G020973
Ocupat_v02_G020974.t0	Ocupat_v02_G020974
Ocupat_v02_G020975.t0	Ocupat_v02_G020975
Ocupat_v02_G020976.t0	Ocupat_v02_G020976
Ocupat_v02_G020976.t1	Ocupat_v02_G020976
Ocupat_v02_G020976.t2	Ocupat_v02_G020976
Ocupat_v02_G020976.t3	Ocupat_v02_G020976
Ocupat_v02_G020977.t0	Ocupat_v02_G020977
Ocupat_v02_G020978.t0	Ocupat_v02_G020978
Ocupat_v02_G020979.t0	Ocupat_v02_G020979
Ocupat_v02_G020980.t0	Ocupat_v02_G020980
Ocupat_v02_G020981.t0	Ocupat_v02_G020981
Ocupat_v02_G020982.t0	Ocupat_v02_G020982
Ocupat_v02_G020982.t1	Ocupat_v02_G020982
Ocupat_v02_G020983.t0	Ocupat_v02_G020983
Ocupat_v02_G020983.t1	Ocupat_v02_G020983
Ocupat_v02_G020984.t0	Ocupat_v02_G020984
Ocupat_v02_G020985.t0	Ocupat_v02_G020985
Ocupat_v02_G020987.t0	Ocupat_v02_G020987
Ocupat_v02_G020989.t0	Ocupat_v02_G020989
Ocupat_v02_G020990.t0	Ocupat_v02_G020990
Ocupat_v02_G020991.t0	Ocupat_v02_G020991
Ocupat_v02_G020992.t0	Ocupat_v02_G020992
Ocupat_v02_G020993.t0	Ocupat_v02_G020993
Ocupat_v02_G020994.t0	Ocupat_v02_G020994
Ocupat_v02_G020995.t0	Ocupat_v02_G020995
Ocupat_v02_G020996.t0	Ocupat_v02_G020996
Ocupat_v02_G020996.t1	Ocupat_v02_G020996
Ocupat_v02_G020997.t0	Ocupat_v02_G020997
Ocupat_v02_G020998.t0	Ocupat_v02_G020998
Ocupat_v02_G020999.t0	Ocupat_v02_G020999
Ocupat_v02_G021000.t0	Ocupat_v02_G021000
Ocupat_v02_G021001.t0	Ocupat_v02_G021001
Ocupat_v02_G021002.t0	Ocupat_v02_G021002
Ocupat_v02_G021003.t0	Ocupat_v02_G021003
Ocupat_v02_G021005.t0	Ocupat_v02_G021005
Ocupat_v02_G021006.t0	Ocupat_v02_G021006
Ocupat_v02_G021007.t0	Ocupat_v02_G021007
Ocupat_v02_G021008.t0	Ocupat_v02_G021008
Ocupat_v02_G021008.t1	Ocupat_v02_G021008
Ocupat_v02_G021009.t0	Ocupat_v02_G021009
Ocupat_v02_G021010.t0	Ocupat_v02_G021010
Ocupat_v02_G021011.t0	Ocupat_v02_G021011
Ocupat_v02_G021013.t0	Ocupat_v02_G021013
Ocupat_v02_G021014.t0	Ocupat_v02_G021014
Ocupat_v02_G021015.t0	Ocupat_v02_G021015
Ocupat_v02_G021016.t0	Ocupat_v02_G021016
Ocupat_v02_G021017.t0	Ocupat_v02_G021017
Ocupat_v02_G021018.t0	Ocupat_v02_G021018
Ocupat_v02_G021019.t0	Ocupat_v02_G021019
Ocupat_v02_G021019.t1	Ocupat_v02_G021019
Ocupat_v02_G021020.t0	Ocupat_v02_G021020
Ocupat_v02_G021020.t1	Ocupat_v02_G021020
Ocupat_v02_G021020.t2	Ocupat_v02_G021020
Ocupat_v02_G021020.t3	Ocupat_v02_G021020
Ocupat_v02_G021020.t4	Ocupat_v02_G021020
Ocupat_v02_G021020.t5	Ocupat_v02_G021020
Ocupat_v02_G021021.t0	Ocupat_v02_G021021
Ocupat_v02_G021022.t0	Ocupat_v02_G021022
Ocupat_v02_G021023.t0	Ocupat_v02_G021023
Ocupat_v02_G021025.t0	Ocupat_v02_G021025
Ocupat_v02_G021026.t0	Ocupat_v02_G021026
Ocupat_v02_G021027.t0	Ocupat_v02_G021027
Ocupat_v02_G021027.t1	Ocupat_v02_G021027
Ocupat_v02_G021028.t0	Ocupat_v02_G021028
Ocupat_v02_G021029.t0	Ocupat_v02_G021029
Ocupat_v02_G021030.t0	Ocupat_v02_G021030
Ocupat_v02_G021031.t0	Ocupat_v02_G021031
Ocupat_v02_G021032.t0	Ocupat_v02_G021032
Ocupat_v02_G021033.t0	Ocupat_v02_G021033
Ocupat_v02_G021034.t0	Ocupat_v02_G021034
Ocupat_v02_G021035.t0	Ocupat_v02_G021035
Ocupat_v02_G021036.t0	Ocupat_v02_G021036
Ocupat_v02_G021038.t0	Ocupat_v02_G021038
Ocupat_v02_G021038.t1	Ocupat_v02_G021038
Ocupat_v02_G021040.t0	Ocupat_v02_G021040
Ocupat_v02_G021040.t1	Ocupat_v02_G021040
Ocupat_v02_G021041.t0	Ocupat_v02_G021041
Ocupat_v02_G021042.t0	Ocupat_v02_G021042
Ocupat_v02_G021042.t1	Ocupat_v02_G021042
Ocupat_v02_G021042.t2	Ocupat_v02_G021042
Ocupat_v02_G021044.t0	Ocupat_v02_G021044
Ocupat_v02_G021045.t0	Ocupat_v02_G021045
Ocupat_v02_G021046.t0	Ocupat_v02_G021046
Ocupat_v02_G021047.t0	Ocupat_v02_G021047
Ocupat_v02_G021049.t0	Ocupat_v02_G021049
Ocupat_v02_G021049.t1	Ocupat_v02_G021049
Ocupat_v02_G021051.t0	Ocupat_v02_G021051
Ocupat_v02_G021052.t0	Ocupat_v02_G021052
Ocupat_v02_G021053.t0	Ocupat_v02_G021053
Ocupat_v02_G021054.t0	Ocupat_v02_G021054
Ocupat_v02_G021055.t0	Ocupat_v02_G021055
Ocupat_v02_G021056.t0	Ocupat_v02_G021056
Ocupat_v02_G021057.t0	Ocupat_v02_G021057
Ocupat_v02_G021057.t1	Ocupat_v02_G021057
Ocupat_v02_G021059.t0	Ocupat_v02_G021059
Ocupat_v02_G021059.t1	Ocupat_v02_G021059
Ocupat_v02_G021060.t0	Ocupat_v02_G021060
Ocupat_v02_G021061.t0	Ocupat_v02_G021061
Ocupat_v02_G021062.t0	Ocupat_v02_G021062
Ocupat_v02_G021062.t1	Ocupat_v02_G021062
Ocupat_v02_G021063.t0	Ocupat_v02_G021063
Ocupat_v02_G021064.t0	Ocupat_v02_G021064
Ocupat_v02_G021065.t0	Ocupat_v02_G021065
Ocupat_v02_G021066.t0	Ocupat_v02_G021066
Ocupat_v02_G021067.t0	Ocupat_v02_G021067
Ocupat_v02_G021068.t0	Ocupat_v02_G021068
Ocupat_v02_G021069.t0	Ocupat_v02_G021069
Ocupat_v02_G021070.t0	Ocupat_v02_G021070
Ocupat_v02_G021071.t0	Ocupat_v02_G021071
Ocupat_v02_G021071.t1	Ocupat_v02_G021071
Ocupat_v02_G021072.t0	Ocupat_v02_G021072
Ocupat_v02_G021073.t0	Ocupat_v02_G021073
Ocupat_v02_G021074.t0	Ocupat_v02_G021074
Ocupat_v02_G021075.t0	Ocupat_v02_G021075
Ocupat_v02_G021077.t0	Ocupat_v02_G021077
Ocupat_v02_G021078.t0	Ocupat_v02_G021078
Ocupat_v02_G021079.t0	Ocupat_v02_G021079
Ocupat_v02_G021080.t0	Ocupat_v02_G021080
Ocupat_v02_G021081.t0	Ocupat_v02_G021081
Ocupat_v02_G021082.t0	Ocupat_v02_G021082
Ocupat_v02_G021083.t0	Ocupat_v02_G021083
Ocupat_v02_G021084.t0	Ocupat_v02_G021084
Ocupat_v02_G021085.t0	Ocupat_v02_G021085
Ocupat_v02_G021086.t0	Ocupat_v02_G021086
Ocupat_v02_G021087.t0	Ocupat_v02_G021087
Ocupat_v02_G021089.t0	Ocupat_v02_G021089
Ocupat_v02_G021090.t0	Ocupat_v02_G021090
Ocupat_v02_G021091.t0	Ocupat_v02_G021091
Ocupat_v02_G021092.t0	Ocupat_v02_G021092
Ocupat_v02_G021093.t0	Ocupat_v02_G021093
Ocupat_v02_G021094.t0	Ocupat_v02_G021094
Ocupat_v02_G021095.t0	Ocupat_v02_G021095
Ocupat_v02_G021096.t0	Ocupat_v02_G021096
Ocupat_v02_G021097.t0	Ocupat_v02_G021097
Ocupat_v02_G021098.t0	Ocupat_v02_G021098
Ocupat_v02_G021099.t0	Ocupat_v02_G021099
Ocupat_v02_G021100.t0	Ocupat_v02_G021100
Ocupat_v02_G021101.t0	Ocupat_v02_G021101
Ocupat_v02_G021102.t0	Ocupat_v02_G021102
Ocupat_v02_G021103.t0	Ocupat_v02_G021103
Ocupat_v02_G021105.t0	Ocupat_v02_G021105
Ocupat_v02_G021106.t0	Ocupat_v02_G021106
Ocupat_v02_G021106.t1	Ocupat_v02_G021106
Ocupat_v02_G021107.t0	Ocupat_v02_G021107
Ocupat_v02_G021108.t0	Ocupat_v02_G021108
Ocupat_v02_G021109.t0	Ocupat_v02_G021109
Ocupat_v02_G021110.t0	Ocupat_v02_G021110
Ocupat_v02_G021111.t0	Ocupat_v02_G021111
Ocupat_v02_G021112.t0	Ocupat_v02_G021112
Ocupat_v02_G021113.t0	Ocupat_v02_G021113
Ocupat_v02_G021114.t0	Ocupat_v02_G021114
Ocupat_v02_G021115.t0	Ocupat_v02_G021115
Ocupat_v02_G021116.t0	Ocupat_v02_G021116
Ocupat_v02_G021117.t0	Ocupat_v02_G021117
Ocupat_v02_G021118.t0	Ocupat_v02_G021118
Ocupat_v02_G021118.t1	Ocupat_v02_G021118
Ocupat_v02_G021119.t0	Ocupat_v02_G021119
Ocupat_v02_G021120.t0	Ocupat_v02_G021120
Ocupat_v02_G021121.t0	Ocupat_v02_G021121
Ocupat_v02_G021122.t0	Ocupat_v02_G021122
Ocupat_v02_G021123.t0	Ocupat_v02_G021123
Ocupat_v02_G021124.t0	Ocupat_v02_G021124
Ocupat_v02_G021125.t0	Ocupat_v02_G021125
Ocupat_v02_G021126.t0	Ocupat_v02_G021126
Ocupat_v02_G021127.t0	Ocupat_v02_G021127
Ocupat_v02_G021128.t0	Ocupat_v02_G021128
Ocupat_v02_G021129.t0	Ocupat_v02_G021129
Ocupat_v02_G021130.t0	Ocupat_v02_G021130
Ocupat_v02_G021132.t0	Ocupat_v02_G021132
Ocupat_v02_G021132.t1	Ocupat_v02_G021132
Ocupat_v02_G021133.t0	Ocupat_v02_G021133
Ocupat_v02_G021134.t0	Ocupat_v02_G021134
Ocupat_v02_G021135.t0	Ocupat_v02_G021135
Ocupat_v02_G021136.t0	Ocupat_v02_G021136
Ocupat_v02_G021137.t0	Ocupat_v02_G021137
Ocupat_v02_G021138.t0	Ocupat_v02_G021138
Ocupat_v02_G021139.t0	Ocupat_v02_G021139
Ocupat_v02_G021140.t0	Ocupat_v02_G021140
Ocupat_v02_G021141.t0	Ocupat_v02_G021141
Ocupat_v02_G021142.t0	Ocupat_v02_G021142
Ocupat_v02_G021143.t0	Ocupat_v02_G021143
Ocupat_v02_G021144.t0	Ocupat_v02_G021144
Ocupat_v02_G021145.t0	Ocupat_v02_G021145
Ocupat_v02_G021146.t0	Ocupat_v02_G021146
Ocupat_v02_G021147.t0	Ocupat_v02_G021147
Ocupat_v02_G021148.t0	Ocupat_v02_G021148
Ocupat_v02_G021149.t0	Ocupat_v02_G021149
Ocupat_v02_G021150.t0	Ocupat_v02_G021150
Ocupat_v02_G021151.t0	Ocupat_v02_G021151
Ocupat_v02_G021152.t0	Ocupat_v02_G021152
Ocupat_v02_G021153.t0	Ocupat_v02_G021153
Ocupat_v02_G021154.t0	Ocupat_v02_G021154
Ocupat_v02_G021156.t0	Ocupat_v02_G021156
Ocupat_v02_G021157.t0	Ocupat_v02_G021157
Ocupat_v02_G021157.t1	Ocupat_v02_G021157
Ocupat_v02_G021158.t0	Ocupat_v02_G021158
Ocupat_v02_G021159.t0	Ocupat_v02_G021159
